neg,neu,pos,compound,Comment_ID,Comments,Sentiment Category
0.066,0.61,0.324,0.6705,456,It looks just like like my 22 ultra with small upgrades idk if it's worth the money,1
0.0,0.734,0.266,0.4404,457,"can't lie , samsung are always innovative with their commercials",1
0.0,0.766,0.234,0.4696,458,So this is essentially nothing more than just a night mode boost??,1
0.0,1.0,0.0,0.0,459,"Forgot to mention, price is also epic ",0
0.0,0.827,0.173,0.3182,460,please make a smaller screen version for S24 ultra. 6.8' is too big.,1
0.097,0.725,0.178,0.4623,461,"20% is not much, better say: ""The new Galaxy S23 contains 80% non-recylable material"". With the planet in mind! YAY",1
0.0,0.741,0.259,0.6369,462,"Finally after my note 9 did its best, i found a reasonable device to upgrade to.",1
0.0,0.795,0.205,0.4754,463,We need Burgundy color of S23 ultra in market. It's very nice looking.,1
0.0,1.0,0.0,0.0,464,If the S series has the pen now are they even going to make anymore note series?,0
0.054,0.718,0.228,0.8291,465,"bro, not be so happy. Xiaomi is pissing you off by their 90watt extreme charging and latest and most powerful camera lens. Don't ignore this comment. Also make the Exynos exclusive for s24 in all markets because it feels Awkard ifcolor",1
0.0,1.0,0.0,0.0,466,Iam a s21 owner . Iam so hyped for this,0
0.0,0.799,0.201,0.778,467,"The video is cool but this doesn't really bring anything important that I don't have on my S21 Ultra.
Hopefully by the S24 we'll have an assistant AI, since you guys built an NPU in.",1
0.0,1.0,0.0,0.0,468,Samsung swinging for the fences this year S23 ultra all the way..,0
0.0,0.759,0.241,0.6908,469,"If s23 have better night mode for camera shooting galaxy in 4k, then your galaxy patented is approved by me",1
0.0,0.417,0.583,0.6369,470,I love it this phone,1
0.048,0.927,0.025,-0.4118,471,"You know it's funny when Apple Samsung and Google talk about sustainability and not include a power adapter or a case and make the packaging smaller but in this day in age selling a smartphone with a 128 GB and 256 GB storage is a complete waste. We're taking photos, downloading apps, and recording 4K and 8K video on our smartphones which already right there takes up storage. They should make 1 TB and 2 TB phones standard across the board.",-1
0.0,1.0,0.0,0.0,472,Cant get more GENZ than this,0
0.0,0.423,0.577,0.6239,473,Wow that’s incredible acting !,1
0.0,0.417,0.583,0.6369,474,The greatest smartphone ever.,1
0.0,0.951,0.049,0.34,475,"Here are some reasons why i prefer iPhone over Samsung. 
1. Battery of iPhone drains slowly compared to Samsung when in idle mode, giving overall longer battery in everyday use
2. When switched off and connected to charger, iPhone switches on its own. Samsung needs to be woken up ",1
0.0,0.884,0.116,0.3612,476,I have been a Samsung user for soo long but my dream phone was S Series....... But the fact is i cant afford that,1
0.0,0.196,0.804,0.6249,477,great phone,1
0.0,0.908,0.092,0.3862,478,It's the same phone using a little bit better AI and big cameras which maybe a normal person can't utilise to it's potential . Not an upgrade for normal person,1
0.0,0.662,0.338,0.5574,479,Fun fact the views count are same number as the S23,1
0.0,0.75,0.25,0.6124,480,I already have S22 Ultra.I am big fan of Samsung. I wish i would buy S23 with exchange of S22.,1
0.0,0.345,0.655,0.5859,481,S sirish is amazing ️,1
0.0,0.588,0.412,0.6369,482,S23 Ultra is the beast I love my 1,1
0.0,1.0,0.0,0.0,483,"So they got rid of the ""Note"" name and are calling it S23 Ultra instead",0
0.0,1.0,0.0,0.0,484,I phone 16 pro max can't beat this phone features  s23,0
0.0,0.328,0.672,0.6249,485,Awesome Samsung s23..,1
0.0,0.878,0.122,0.3612,486,"Thank you Samsung to be the same phone from the last year, and que last last year and going..",1
0.059,0.684,0.257,0.8549,487,oh my gosh so much of creativity in the phone as well as the ad so so so so awesome ️ if u have this no need of any iphone or something Samsung is a wholesome ️,1
0.0,0.597,0.403,0.6597,488,"This is great, I’ve always wanted to go scuba diving.",1
0.0,1.0,0.0,0.0,489,Why is Apple doing the coolest commercial and presentation?,0
0.0,0.615,0.385,0.3612,490,I like the shade of green .,1
0.049,0.776,0.175,0.8713,491,2023 is really turning the tables now that Amazons LPA33X hit the road. After all these years of barely reading anything good I was usually just shutting down any type of media as much as I can but this brings back good lights and it should give hope to some of you that no matter what is going on in the world at the end something good comes to surface,1
0.0,1.0,0.0,0.0,492,I wanna get this phone,0
0.0,1.0,0.0,0.0,493,"The presen for S23 has 23M views, fitting",0
0.0,1.0,0.0,0.0,494,Mine comes tomorrow before 8pm ,0
0.0,0.867,0.133,0.3182,495,"Hey Sammy, I know you know that you are sufficiently philanthropic. Please give me the S23 Ultra.",1
0.0,0.709,0.291,0.5707,496,Yay! another Acid Trip Introduction since Galaxy A5 2021 Series,1
0.087,0.72,0.193,0.7655,497,"As someone who worked closely with Samsung in the past. This has to be their most weakest device intro to one of their most powerful devices. Video aside, the specs are insane. The video thrill didn't capitave me. Either the features are becoming too much to be helpful or the presentations are becoming less impressive to cause organic thrill.",1
0.0,0.491,0.509,0.7365,498,Samsung ads never disappoints. This was so entertaining!,1
0.068,0.785,0.147,0.7996,499,"I wanna let you know that Amazons LPA33X made it this year. What better way to start a global change? Don't get me wrong I know they are not like altruists or something but they keep doing the right thing to improve the situation, power the ecomonmy and so much more. We need players like them and we can always jump in the train at good spots such as this one",1
0.0,1.0,0.0,0.0,500,Watching on my s23ultra,0
0.0,0.476,0.524,0.5106,501,That was fun ngl,1
0.075,0.775,0.15,0.6473,502,"Everything is repetitive!

1- The back design could be more attractive. (one very large lens and two small lenses)



2- The user interface can still be improved. The user interface has not reached the level of maturity that",1
0.0,0.647,0.353,0.6666,503,Such an interesting phone screen is so big and I like big screens,1
0.0,0.674,0.326,0.7003,504,"This is the reason why Apple is winning, by giving realistic ads and promos.",1
0.1,0.641,0.26,0.5411,505,Rip nothing out of the ordinary ! Sadly the innovation is dying slowly. Or we are reaching the peak of the device innovation.,1
0.213,0.66,0.127,-0.8287,506,"Disappointed with Samsung's Decision to Omit Original Charger Adaptor.

I have been a long-time user of Samsung products, but my recent experience has left me extremely disappointed and frustrated. In an attempt to express my discontent, I feel compelled to share my thoughts on the matter.",-1
0.0,0.839,0.161,0.3612,507,They should add a built in screen recorder like apple what do you guys think,1
0.0,0.724,0.276,0.6369,508,Using samsung brand since 2016 amd it is still best for me.,1
0.079,0.789,0.132,0.2732,509,Samsung is just thriving because south Korea is USA colony. It's a shame that a big entity like Samsung doesn't have its own operating system so that apps can be optimised and most of things optimised...,1
0.0,0.646,0.354,0.8555,510,"I like Samsung introduction filmes like the s10 series... just like apple does... i think its better to show the product than this ""funny"" way",1
0.0,0.826,0.174,0.4939,511,"The important question to me; how does pokemon go play on it? How is the ar photo function, battery life, that stuff",1
0.134,0.766,0.1,-0.1779,512,"Samsung use to tell this time ""what is new"".
The product fails to create newness on its own.",-1
0.0,0.69,0.31,0.4019,513,I wish you didn’t remove the expandable storage.,1
0.096,0.904,0.0,-0.1531,514,I miss the days when 3min wasn't enough to introduce all the newest stuff in the phone,-1
0.0,0.876,0.124,0.4019,515,Samsung allows comments on their new product. Can't say the same for Apple. I guess Samsung values feedback more than Apple.,1
0.0,0.761,0.239,0.5719,516,I have a iPhone 12 but it’s getting slow after like 11 months I want to get a s23 ultra next,1
0.0,0.865,0.135,0.3612,517,quick share= airdrop... late in the game but still they had a chance to look from someone hah,1
0.0,0.427,0.573,0.6166,518,TSMC is so good!,1
0.0,1.0,0.0,0.0,519,What do I have to do to get one?,0
0.0,1.0,0.0,0.0,520,That is 5G ,0
0.0,0.714,0.286,0.25,521,My dream smartphone galaxy S23 1TO,1
0.151,0.78,0.069,-0.3182,522,Apple does better promotional videos than you guys will ever be able to. I’m sorry but for some reason their marketing team is just fire,-1
0.055,0.862,0.083,0.2716,523,"If only Samsung had an alternative to the iPhone 14 pro - really good camera in a small device, e.g. the Ultra lenses in the normal S23. The Ultra is way too big, will only drop it..",1
0.14,0.86,0.0,-0.2755,524,"What's new but most of this things aren't new.
- Vision Booster
- Astro Mode
- Nighttography",-1
0.054,0.701,0.245,0.8752,525,"We have been using Samsung for a long time.  This time, it would be good if smart phones have good quality for night photos.  Because the night vision filters of the Samsung camera are not as good as the night vision of the iPhone.  As Samsung smartphone customers, we are very sad",1
0.158,0.712,0.13,-0.0897,526,"It's cool, but not worth an upgrade from the 22 Ultra",0
0.142,0.758,0.1,-0.2263,527,"500$ trade in for the S22 Ultra is god awful. Used to upgrade every year , not this time",-1
0.0,0.476,0.524,0.5106,528,Galaxy part is impressive,1
0.048,0.577,0.375,0.9067,529,"I love the fact that Samsung is a proud supporter of free speech when Apple won't even allow you to comment on their content. Samsung, not CENSORSHIP!",1
0.0,0.775,0.225,0.4404,530,The video of S22 Ultra with Sia's music was way better,1
0.0,0.878,0.122,0.3612,531,"I think I need to sell my kidney to get this fantasy phone, I feel like you brought it from the future،",1
0.156,0.759,0.085,-0.8998,532,"Let's be real here. The most important question is. Is it worth that much? I don't believe so. The entire phone industry went off the rails. Today, this is a camera with a SIM card rather than a phone. Who needs 8k? Even now, 70% of households lack 8K televisions. So there is no need for this. Who requires 200 MP images? Everybody creates images on the fly. Perhaps we have two or three days a year to test all the other features, but in the end, hardly nobody uses this. Prices are becoming absurd, obscene, greedy, and disgusting. Samsung has not really convinced me with this model till some fresh innovation occurs.",-1
0.036,0.909,0.055,0.1779,533,"well this video hit me hard, i was a samsung user for years before turned to iphone, after 5 years using my iphone i think this is the time to switch back to samsung, really, iphone is boring,. Samsung, here i come ",1
0.069,0.689,0.242,0.8065,534,A lot of people woke up today excited for this Phone! And now a lot of people are skipping your product for another one after the atrocious trade-in values. Good luck with having angered some of your most consistent customers!,1
0.042,0.798,0.16,0.6249,535,We really need to talk about Amazons LPA33X I think it's going to make 2023 to be the best year of the entire 2000-range,1
0.0,0.386,0.614,0.9954,536,"DEAR EVERYONE AT SAMSUNG, 


GOD BLESS YOU MY FRIENDS.  I AM VERY PROUD OF YOU AND VERY HAPPY FOR YOU.   I HOPE ALL OF YOUR DREAMS COME TRUE.  I HOPE YOU HAD THE BEST AND HAPPIEST CHRISTMAS OF YOUR ENTIRE LIFE. I LOVE YOU.  I LOVE MR. DJ KOH.  I LOVE MR. ESPARZA AND ALL OF MY BEAUTIFUL FRIENDS. ",1
0.0,0.741,0.259,0.6369,537,"Once again, apple proved that, they make the best ads in the market",1
0.0,1.0,0.0,0.0,538,"WHAT CAN I SAY ABOUT THE SITUATION OF GALAXY MOBILE  ?
I HAVE NOTE 20 ULTRA, NOTE 9, NOTE 2, TAB A7 ",0
0.177,0.823,0.0,-0.4215,539,You can't white wash the waste you're releasing your product by minimal update increments.,-1
0.0,0.432,0.568,0.7845,540,That nearby share ain’t as good as airdrop lol,1
0.0,0.469,0.531,0.7777,541,Wow this is so cool 1:28 times later…,1
0.0,0.818,0.182,0.8356,542,"Hey! Everyone, hope all of you seeing this video. I am an Intermiddiate student and I know I have to do study now. With the era of S23 Ultra don't know That how charismatic S25 ultra & iPhone 16 pro would be.waiting for them. Wish me luck .",1
0.0,0.7,0.3,0.4588,543,Send me luck to get this s23 ultra ,1
0.112,0.807,0.081,-0.1779,544,My s23 ultra Internet coverage is unstable inside building. While my Note 20 works fine. Both using same carrier  service,-1
0.0,0.534,0.466,0.5411,545,We took care of nature!,1
0.0,0.505,0.495,0.5994,546,God continue to bless Samsung for ever,1
0.0,0.6,0.4,0.688,547,Really really awesome phone ever in Samsung series,1
0.0,1.0,0.0,0.0,548,"I bought it, it comes without a recharger. Really?? For this price you couldn't include a recharger? And you had to make it out of the standard? This would've been a deal breaker for me had I known.",0
0.0,1.0,0.0,0.0,549,"So, I can travel to an another planet, through the S23?",0
0.16,0.649,0.191,-0.0484,550,"I like samsung s21 ultra curved  shape
But don't like s23 ultra box type shape
That's only I see in this problem",0
0.118,0.749,0.134,0.0772,551,Not the pen... there is a reason why no phone has that anymore for like 15 years,0
0.132,0.796,0.072,-0.6989,552,"It's a good camera but it overheated.. the S23 needs to be replaced, said the seller at SM Mall, so I'm really disappointed. However, Samsung released a lot of Branded products and then the Note Series, Samsung Note10 to 20 Series collapsed.  ' Strongest Cellphone, doesn't overheat../compared to the new Samsungs that overheat now, since Compisca, Samsung has changed the Note Series because other Brands that are its partner are at a loss.",-1
0.0,1.0,0.0,0.0,553,When is the release date?,0
0.0,1.0,0.0,0.0,554,"2010 : hey, my phone has a camera
2023: my camera has a phone",0
0.0,1.0,0.0,0.0,555,"Samsung will take the crown this year,Best smartphone ️",0
0.0,1.0,0.0,0.0,556,"""Where's you sled?""
""Don't need one""
Thought she was going to ride the phone ",0
0.047,0.921,0.032,-0.5023,557,Mine is on its way i already have otter box sitting at home waiting it wont be out till 17th dang it i want that external battery too but havent invented yet so hurry up samsung so i csn order that too that extra battery  life is a must but ive seen videos that this ultra lasts days but i want massive battery i have that external for my galaxy note 5 and it saves me so much time in having to worry about charging,-1
0.0,1.0,0.0,0.0,558,"Samsung has 3 stars in it's galaxy S series, F series, A series .",0
0.0,0.459,0.541,0.7096,559,"as iPhone user, this is good :)",1
0.0,0.648,0.352,0.5859,560,"Samsung Lover, i used Samsung galaxy A52s 5G. 8/128. ",1
0.0,1.0,0.0,0.0,561,"If Samsung made removable battery ,3.5 head phone jack ,fm radio and memory card slot then every iphone   customer will shift towards samsung galaxy phone.",0
0.0,0.698,0.302,0.0772,562,We want S24 ultra ,0
0.0,0.859,0.141,0.0387,563,I realy want it  ..... but I dont have money ,0
0.0,0.61,0.39,0.9485,564,"@Samsung please launch, A series rich good looking smartphones with Snapdragon 8 gen 1 processor or Snapdragon 888 plus processor with great battery life excellent camera, and PPI 400 plus . Also with fast charger.",1
0.129,0.471,0.4,0.6808,565,I hope to stop using apple   this one is gonna be super.,1
0.0,0.715,0.285,0.1513,566,I really want samsung s23 ultra ,1
0.033,0.929,0.038,0.0772,567,"It's strange to watch a video that shows a phone under sea water)
3 days ago, my S21 ultra could not stand 2 minutes under water, and the water flowed inside and the phone became unusable, and people are swimming nearby with iPhones and they are doing well with the same degree of protection as the Samsung",0
0.0,0.813,0.187,0.3182,568,Can it be found in shops especially in Saudi Arabia please?,1
0.0,0.705,0.295,0.4466,569,"GG SAMSUNG, King of Android phone, *for now",1
0.0,0.811,0.189,0.1027,570,Flagship phone its mine also S23 ultra,0
0.0,1.0,0.0,0.0,571,Watching in S22 Ultra,0
0.201,0.634,0.164,-0.1638,572,"I absolutely loathe commercials, this one wasn't bad at all. Way to go Samsung...",-1
0.0,1.0,0.0,0.0,573,Is there a micro SD card slot?,0
0.065,0.935,0.0,-0.2411,574,"I don't understand why they don't increase the battery of smartphones sold in Brazil.

Since, in China, there are smartphones with much larger batteries.



UNIHERTZ TANK 22,000 mAh, (BRL 1,500)",-1
0.0,1.0,0.0,0.0,575,Iam going to buy the  phone next week on Monday,0
0.0,0.659,0.341,0.3804,576,"Astrography, Nightography and most importantly expensography",1
0.0,1.0,0.0,0.0,577,"Samsung!!!
I own a Samsung mobile phone for 7 years and it still works. I use a second phone",0
0.0,1.0,0.0,0.0,578,"Dont know about the phone, this commercial makes me to buy it",0
0.0,1.0,0.0,0.0,579,Me watching this on my Galaxy s22 ultra,0
0.0,1.0,0.0,0.0,580,Me watching this with a s23 ultra,0
0.0,1.0,0.0,0.0,581,The phone of the decade samsung,0
0.0,0.564,0.436,0.8511,582,"every year its has the most powerful processor,, what is the most powerful powerful processor",1
0.0,0.636,0.364,0.743,583,Can't afford to buy such a high price mobile.. A kind person can give a gift ,1
0.0,0.323,0.677,0.6369,584,I love the galaxy,1
0.0,0.926,0.074,0.34,585,The screen scratches easily. Mine got scratched by the keys in my bag within the first 24hrs aince i got it. The shop didnt provide screen protector as there was non available.,1
0.0,1.0,0.0,0.0,586,screen burn issue in oled phones.. that's one thing that display engineers from samsung should be fixed..,0
0.0,1.0,0.0,0.0,587,When apple asked what's new from 14 pro max ,0
0.051,0.793,0.156,0.5423,588,"Im samsung member since note 2 until fold and  s 20 ultra..
think i change to xiaomi and sell almost all my samsunb gadget
1.  want weight weight like samsung s23 no more than 175g ( because heavy make finger easy tired)",1
0.0,0.745,0.255,0.6988,589,"This video pumps me up!! SAMSUNG, the best phone make(among other things) in the world",1
0.0,1.0,0.0,0.0,590,"I have samsung  note 9 
Every time I do software update the screen turns yellowish , which was the case with most of the note 9 devices . Last time it happened I had to use my sisters verified account to tweet and get it repaired  . (Which was a long procedure for something that I didn't even do ) ",0
0.143,0.768,0.089,-0.3291,591,"Hi samsung.
I have use now sm A52s but problem is here's not work auto call recording option.i need to solve this.",-1
0.0,1.0,0.0,0.0,592,"1 my phone journey 
Samsung corby 2
Samsung note 3
Samsung s8 plus",0
0.0,0.685,0.315,0.3182,593,Please add the external memory card...,1
0.0,0.659,0.341,0.7351,594,"Good a commercial that finally doesn’t poke fun at iPhones, Samsung has really matured now..",1
0.0,0.323,0.677,0.6369,595,Z fold 4 is best ,1
0.0,0.323,0.677,0.6369,596,Love from INDIA,1
0.0,0.714,0.286,0.4215,597,Nice and more expensive than the iPhone 14,1
0.0,0.49,0.51,0.6369,598,Sure hope you fixed the battery issue,1
0.107,0.625,0.268,0.4215,599,I swear all samsung cares about is the camera now,1
0.0,1.0,0.0,0.0,600,Is this phone have external Ss card ??,0
0.0,1.0,0.0,0.0,601,I'm currently using note 10 plus and I don't think I must upgrade,0
0.0,1.0,0.0,0.0,602,My favourite Mobile Company Samsung galaxy.️️️️,0
0.0,0.86,0.14,0.0772,603,I want iPhone and this one and I will get them.,0
0.0,1.0,0.0,0.0,604,Man I’m gonna buy one and start vlogging,0
0.0,1.0,0.0,0.0,605,It needs to be called the note,0
0.0,0.862,0.138,0.34,606,Finally everyone can play Nintendo Switch and PlayStation 2 games at High Graphics on Galaxy S23 Ultra,1
0.0,0.909,0.091,0.3612,607,Is it like really in this video when it comes to full screen and 200mp pictures? I just find a 200mp mode for 4:3 in the camera menu,1
0.0,0.156,0.844,0.6597,608,Nice creativity team,1
0.0,0.683,0.317,0.6249,609,Where is the brighter display like iphone 14 pro? Its only 1750 nits.,1
0.0,1.0,0.0,0.0,610,"Samsung is still 2 years away from apple, I mean when it comes to performance",0
0.0,1.0,0.0,0.0,611,"when he  said that was epic ,i remembered juan from that was epic channel on youtube ",0
0.0,1.0,0.0,0.0,612,Mighty ultra ...,0
0.17,0.83,0.0,-0.3089,613,Hmmm… still not convincing me enough to move from 14 pro max.,-1
0.0,0.187,0.813,0.8271,614,ok this was pretty fun.,1
0.0,0.919,0.081,0.3182,615,Can someone tell me the name of fonts used in this video and also used in every video from samsung. Please someone tell me these fonts name.,1
0.222,0.628,0.151,-0.675,616,"I hav purchased S23 ultra 512 gb variant on 17th but i m facing some display issues after using nd I hav contacted customer care for sum support but he was keep on arguing n arguing wid me nd won't gave any solution yet from Samsung 
I m feeling regret after buying dis phone...",-1
0.0,0.887,0.113,0.0387,617,I want to buy it... But I don't know price... How much?,0
0.0,0.483,0.517,0.7579,618,Please improve the face unlock with some additional sensors.  Please,1
0.141,0.727,0.132,-0.0516,619,that was actually good advertisement. and the fact that samsung allows comments is enough of a shame for apple.,0
0.0,1.0,0.0,0.0,620,"can we do 7"" screen",0
0.0,1.0,0.0,0.0,621,1:56 Can you send me that ?   Becomes legendary,0
0.0,1.0,0.0,0.0,622,A camera with a little bit of phone in it,0
0.0,1.0,0.0,0.0,623,Watching this in a iPhone 12 Pro Max ,0
0.0,0.833,0.167,0.3818,624,Can I buy it with my HDFC credit card on Samsung official website with emi ?,1
0.0,1.0,0.0,0.0,625,S23Ultra and 23M views ,0
0.0,0.781,0.219,0.3054,626,"Good job Samsung, but you can't beat Pixel's ASTROPHOTOGRAPHY!",1
0.0,0.762,0.238,0.6757,627,Does the ultra have anything like the apple fitness app. i use the cycling every day on apple but would like to switch to android,1
0.07,0.8,0.13,0.5574,628,"difference between samsung and iphone is that, samsung know that they are awesome, they make perfect stuff, so they dont need to disable their comments in their youtube channel, unlike iphone they are afraid that people are gonna abuse them for what they offer, so they just disable the comment section",1
0.135,0.865,0.0,-0.4215,629,"samsung just stick to one phone for atleast 2 years , every year we regret we should've bought upcoming galaxy device ",-1
0.0,1.0,0.0,0.0,630,Watching this on s23 ultra,0
0.0,0.781,0.219,0.6369,631,Love how Samsung keep the comments section open whilst apple has its comment section turned off ,1
0.0,1.0,0.0,0.0,632,same phone as 21 ultra with stylus - s22 ultra owner,0
0.0,1.0,0.0,0.0,633,I will buy  it ... later,0
0.0,0.571,0.429,0.4588,634,Grateful with my samsung A 32,1
0.0,1.0,0.0,0.0,635,Exactly what's new same as before ,0
0.0,1.0,0.0,0.0,636,"As far as we see an object with normal eyes, the objects seem far away in Samsung's camera.... So how logical is the title of Zoom being given to this phone.......",0
0.0,0.565,0.435,0.659,637,I wish I could so easily get in touch with a girl ,1
0.0,0.543,0.457,0.6369,638,The best smartphone in the world,1
0.341,0.659,0.0,-0.4767,639,Sad to let go of my note20 ,-1
0.0,1.0,0.0,0.0,640,“Can you send me that” ,0
0.215,0.644,0.141,-0.2299,641,"I like the mobile phone, but I can't afford it, thank you",-1
0.0,1.0,0.0,0.0,642,I dont see that much difference than older models,0
0.0,1.0,0.0,0.0,643,"@samsung 
When are we going to get new tablets",0
0.135,0.729,0.135,0.0,644,Sorry Apple pls away far... The beast is coming ,0
0.0,0.69,0.31,0.4019,645,Hopefully it beats the iPhone 14's camera,1
0.0,0.323,0.677,0.8555,646,Best device for best of people's,1
0.0,0.323,0.677,0.4939,647,Okay this is cool,1
0.0,0.393,0.607,0.4754,648,Very nice samsung,1
0.0,1.0,0.0,0.0,649,My favourite mobile but i can't buy it ,0
0.0,0.61,0.39,0.7506,650,"I feel like am untop of the world. Mt Samsung, my super power",1
0.0,1.0,0.0,0.0,651,Everything that Pixel has without a S Pen,0
0.141,0.727,0.132,-0.0516,652,"I can watch Aisa on YouTube, that's a lot, S23 ultra for the poor, someone can give it as a gift ",0
0.0,1.0,0.0,0.0,653,Same phone as S22 ultra,0
0.0,1.0,0.0,0.0,654,Hey. I just updated to oneui5 and my battery is dying real fast. When yall gonna fix this?,0
0.0,1.0,0.0,0.0,655,Bring back the sd memory card please️,0
0.0,0.839,0.161,0.431,656,Nice good s23 ultra ultimate but next s24 ultra came in more pieces than glass . Samsung galaxy S24 Ultra .and. I'm Writing ,1
0.0,0.852,0.148,0.3094,657,"Why Samsung don’t want to change design language???
Do they wanna be next Blackberry??",1
0.286,0.714,0.0,-0.34,658,"Unfortunately, the front camera is 12 megapixels.",-1
0.154,0.629,0.216,0.2677,659,Good promo with inadequate resolution. Who limits video to just 1080p this days!!!,1
0.0,0.6,0.4,0.25,660,This is my dream,1
0.0,1.0,0.0,0.0,661,This is crazyy,0
0.0,1.0,0.0,0.0,662,The lion is here. ..I have to own one,0
0.0,1.0,0.0,0.0,663,My Infinix 2 years old is working in this year ,0
0.0,1.0,0.0,0.0,664,he is epic,0
0.0,1.0,0.0,0.0,665,Why Samsung has skipped on microsd slots ???,0
0.181,0.619,0.2,0.0701,666,I didnt care about s23... until I saw an ad with Changbin <3,0
0.0,0.848,0.152,0.3612,667,I feel like the guy just wanted to say hi and move on with his day...,1
0.0,0.476,0.524,0.5106,668,Gimme one for free,1
0.0,0.818,0.182,0.25,669,IT IS USED advanced processor to give more skilled works,1
0.0,1.0,0.0,0.0,670,"It's S23
I just saw 23M views on this",0
0.0,1.0,0.0,0.0,671,Why We Are Wearing Some Beanie To Our Life Of Our Self From This Promo Commercial Advertisement ,0
0.0,0.626,0.374,0.4576,672,I WANT THIS FOR INDIAN PRICE ????????,1
0.0,0.488,0.512,0.6369,673,Best mobile in the world,1
0.0,0.707,0.293,0.6597,674,Looks like a camera advertising than a phone. Is call quality and signal any good. Battery life?,1
0.0,1.0,0.0,0.0,675,The beast is here,0
0.1,0.663,0.237,0.6571,676,Ssoooo for those of us who dont care about pretending to be a professional photographer what else is special about this phone. Like why would u want to upgrade from my s22 ultra? Lol,1
0.0,1.0,0.0,0.0,677,Waiting for new superpower iphone 15 ultra,0
0.0,1.0,0.0,0.0,678,I'm watching sumsung phone ad on one plus ,0
0.0,0.76,0.24,0.4291,679,"Should I go for S23 ultra or A73 5g 

Please suggest..???",1
0.0,0.633,0.367,0.4404,680,Def better than iphone14 pro max,1
0.052,0.787,0.161,0.8864,681,"OK haters laugh it up This Friday about two days ago, I just got Galaxy S23 ultra and it was absolute mind blown. No, SD card it has 263 GB Storage I can do if I want and also I can delete some footage is not suitable, that is very work for me at least I need to change something new because galaxy note 10 it’s way too old. I need a new one for sure.! Way to go Samsung! ha ha laugh it up I’ll show you A real deal on Instagram if you don’t believe me.",1
0.0,0.822,0.178,0.0772,682,I want both iPhone pro and galaxy s 24,0
0.0,1.0,0.0,0.0,683,Yaxshi telefon,0
0.0,1.0,0.0,0.0,684,When will you send the Samsung galaxy watch 6 and Samsung galaxy 6 classic in Bangladesh ?,0
0.0,0.519,0.481,0.5719,685,1:57 this made me rofl ,1
0.0,1.0,0.0,0.0,686,MY used Samsung s23 Ultra.,0
0.0,1.0,0.0,0.0,687,Watching from Galaxy S8+ user ,0
0.0,0.905,0.095,0.6369,688,So there's absolutely nothing new as always. I'm suprised they didn't downgraded the resolution again or remove the charger port since they removed the sd port and jack output along the years. The S10 i had is still the best Samsung i had,1
0.0,0.449,0.551,0.5994,689,"dream of a good consumer, without money",1
0.0,1.0,0.0,0.0,690,Waiting for Iphone 15,0
0.064,0.683,0.253,0.807,691,"Sadly still chip iPhone 14 better than Samsung Galaxy S23+ I'll really hope next time before 2030 Samsung do better achievement than iPhone 14 on create chip phone,  overall Samsung still my favourite phone ️️‍",1
0.0,1.0,0.0,0.0,692,I have been using S22 ultra and I see nothing new  in s23 ultra..,0
0.0,1.0,0.0,0.0,693,I have bought  this mobile yesterday,0
0.0,0.791,0.209,0.6486,694,"Why its 1,25,000 rs we aren't use all features why so much cost it is. Any way phone is feeling Wow experience.",1
0.0,1.0,0.0,0.0,695,Whatcha ad ,0
0.0,0.557,0.443,0.8294,696,Product is good. But apple commercials keep getting better. Please catchup n smash them Samsung,1
0.0,1.0,0.0,0.0,697,Where’s The Notch?? ,0
0.027,0.919,0.055,0.3134,698,"I was doing research on a new phone since my front glass on my s20 ultra cracked and I can't get it replaced. Before I saw this commercial I was like, ya this makes sense. Now after this video, I don't want it anymore because of how cringe it was.",1
0.0,0.682,0.318,0.6369,699,"I love that Samsung, unlike Apple, doesn't lock the comments section...",1
0.453,0.547,0.0,-0.7003,700,I would hate to drop this phone on the floor,-1
0.053,0.847,0.101,0.4455,701,"I have S22 Ultra and I thought I have a beast phone with all the advertised specifications, but the reality is not and the big numbers the specifications are claiming are nothing but meaningless numbers because my phone still lags when I use the heart sticker in WhatsApp! Don't need fooled by Samsung, they are normal phones with average performance",1
0.0,0.86,0.14,0.2382,702,Good phone but still an incremental upgrade and too close to iPhone prices.,1
0.0,0.667,0.333,0.3612,703,But i phone is dream for everyone ,1
0.0,0.886,0.114,0.5927,704,Lets say. 5 months passed and iphone 14 pro max video got 25 million views but 6 days left and samsung s23 ultra got 20 million views lets say that Samsung is better,1
0.0,1.0,0.0,0.0,705,"By not changing the design and not adding much in terms of software, Samsung copies Apple up to the T.",0
